Timestamp,WindSpeed_mps,WindDirection_deg,AirTemperature_C,Humidity_pct,AirPressure_hPa,GeneratorRPM,GeneratorVoltage_V,GeneratorCurrent_A,BatteryVoltage_V,PumpStatus,PumpPower_W,WaterFlow_LPM,TankLevel_pct,EnergyGenerated_Wh,EnergyConsumed_Wh,FaultCode,WaterOutput_LPH
1/1/2025 0:00,6.255310342,193.3142488,23.61306643,69.3519933,1013.280054,1307.920103,71.84355721,4.534076246,12.72268711,1,325.7441662,18.07401255,55.19202357,27.03676579,27.03676579,Normal,1084.440753
1/1/2025 0:05,5.727596598,207.3656415,24.04940542,72.19108568,1013.198927,1198.017535,66.47933851,4.167729258,12.83464579,1,277.0678842,15.9273942,55.40941715,22.99663439,22.99663439,Normal,955.6436521
1/1/2025 0:10,5.041315215,164.0214967,23.59601818,66.84521061,1012.653799,975.0114953,53.59198168,3.350383451,12.92082975,1,179.5536885,13.87340059,55.55406333,14.90295615,14.90295615,Normal,832.4040352
1/1/2025 0:15,5.780298958,179.5556469,23.91001894,73.58794884,1014.292725,1202.472268,66.10368122,4.134934175,13.03203712,1,273.3343705,16.62668404,55.78165404,22.68675275,22.68675275,Normal,997.6010427
1/1/2025 0:20,6.499952741,189.3984504,23.52441249,69.80004348,1014.188106,1429.666296,78.61531942,4.94917984,13.16826776,1,389.081354,17.85169548,55.99890563,32.29375238,32.29375238,Normal,1071.101729
1/1/2025 0:25,6.50296642,196.9766326,22.92831581,72.50698051,1013.562043,1413.970453,77.73197909,4.816763667,13.30273171,1,374.4165726,18.24671587,56.24828424,31.07657553,31.07657553,Normal,1094.802952
1/1/2025 0:30,6.273422411,189.6629068,22.70380068,76.12105585,1014.168191,1311.413794,71.53982424,4.495559694,13.42481136,1,321.6115504,17.06630164,56.43909172,26.69375868,26.69375868,Normal,1023.978098
1/1/2025 0:35,6.047012379,174.606729,22.737576,70.23616442,1012.077967,1272.27028,69.81807881,4.334282703,13.54344752,1,302.6112914,16.77507945,56.64215788,25.11673718,25.11673718,Normal,1006.504767
1/1/2025 0:40,5.602394737,174.8182215,22.8482269,75.76217135,1013.22949,1164.542163,64.15671862,3.992812052,13.65076096,1,256.1657193,15.51645891,56.80001943,21.2617547,21.2617547,Normal,930.9875349
1/1/2025 0:45,5.927840416,189.9380982,24.16300955,71.15446851,1012.077417,1216.461075,66.75331035,4.197267508,13.76326758,1,280.1815006,16.23116763,57.00487589,23.25506455,23.25506455,Normal,973.8700578
1/1/2025 0:50,6.367480866,148.1295005,24.4604395,78.6390536,1013.566582,1360.169908,74.38842806,4.641460754,13.89104443,1,345.2709694,17.8750888,57.24726175,28.65749046,28.65749046,Normal,1072.505328
1/1/2025 0:55,4.795611615,169.9325416,22.81387452,75.72159899,1013.252077,890.4690336,49.36206135,3.075471306,13.96876856,1,151.8116033,13.17344302,57.39236214,12.60036307,12.60036307,Normal,790.4065812
1/1/2025 1:00,5.273099693,147.8956948,23.70508582,76.83877045,1016.462479,1021.924517,56.54287347,3.537061942,14.0608543,1,199.9956458,15.0173417,57.56809526,16.5996386,16.5996386,Normal,901.0405019
1/1/2025 1:05,6.558592284,194.0290057,23.24578285,73.17190564,1014.483852,1435.081479,78.85838468,4.926205386,14.19757107,1,388.4725994,18.31455938,57.76455736,32.24322575,32.24322575,Normal,1098.873563
1/1/2025 1:10,4.403029628,171.5495754,22.5914108,71.81253483,1015.752231,789.94631,43.27636539,2.704927134,14.2631238,1,117.059415,12.56703569,57.89957991,9.715931446,9.715931446,Normal,754.0221412
1/1/2025 1:15,6.073045875,167.6106165,23.23397837,70.02367476,1014.422985,1261.518538,69.48275329,4.314338708,14.38108931,1,299.772132,16.8139679,58.1311932,24.88108696,24.88108696,Normal,1008.838074
1/1/2025 1:20,5.623742533,186.2038475,23.66535838,73.69059826,1014.598905,1124.04283,61.73524761,3.890089905,14.4,1,240.1556635,15.95744145,58.34883676,19.93292007,19.93292007,Normal,957.4464872
1/1/2025 1:25,6.795895953,178.9299432,22.99352121,74.41946906,1014.987241,1497.224298,82.57815611,5.14638693,14.4,1,424.9791433,19.31379543,58.60789824,35.2732689,35.2732689,Normal,1158.827726
1/1/2025 1:30,6.297703356,161.3057293,23.87807812,73.98496923,1013.449958,1347.735379,74.22783365,4.597744988,14.4,1,341.2806501,17.39042793,58.83756323,28.32629396,28.32629396,Normal,1043.425676
1/1/2025 1:35,5.870146131,178.2217001,23.25440728,76.31700092,1013.997642,1208.222593,66.5446583,4.159247101,14.4,1,276.7756771,16.6950479,59.04219038,22.9723812,22.9723812,Normal,1001.702874
1/1/2025 1:40,5.607269928,186.6545836,22.70454645,71.2876638,1014.629771,1130.629776,61.88018618,3.85819412,14.4,1,238.7457705,15.96837318,59.22286328,19.81589895,19.81589895,Normal,958.1023906
1/1/2025 1:45,5.581046598,116.2114436,23.8221537,68.87980379,1014.890273,1130.564078,62.09052775,3.914608494,14.4,1,243.0601073,15.66400088,59.40419759,20.17398891,20.17398891,Normal,939.8400529
1/1/2025 1:50,5.422071641,200.274698,22.27301613,78.36652054,1012.995039,1087.782095,60.01257632,3.78023278,14.4,1,226.8615082,15.24757664,59.57362605,18.82950518,18.82950518,Normal,914.8545983
1/1/2025 1:55,6.411807147,218.178721,23.28709424,75.19312488,1014.630093,1394.076331,76.51474709,4.755029159,14.4,1,363.8298535,17.99657192,59.82198629,30.19787784,30.19787784,Normal,1079.794315
1/1/2025 2:00,5.663209127,155.164919,23.02741123,74.55254207,1013.893728,1137.407427,62.60084339,3.959950503,14.4,1,247.8962413,16.06519563,60.02683831,20.57538803,20.57538803,Normal,963.9117377
1/1/2025 2:05,4.52207874,199.8384164,22.22436876,79.30707805,1013.04863,803.4529038,44.16703835,2.77375762,14.4,1,122.5086592,12.24952542,60.17786476,10.16821871,10.16821871,Normal,734.9715254
1/1/2025 2:10,4.313529305,198.0490265,22.22668893,76.80141054,1014.181715,772.9601806,42.49346182,2.637225274,14.4,1,112.0648315,12.26345859,60.33181525,9.301381013,9.301381013,Normal,735.8075156
1/1/2025 2:15,5.009781725,203.8699836,21.95149511,69.10224716,1012.862884,973.8945288,53.76633841,3.379802918,14.4,1,181.7196274,14.14128689,60.48874077,15.08272908,15.08272908,Normal,848.4772131
1/1/2025 2:20,6.439675959,179.497598,22.3923901,71.575102,1013.881378,1386.483114,76.04601083,4.77972389,14.4,1,363.4789347,18.49750418,60.71825375,30.16875158,30.16875158,Normal,1109.850251
1/1/2025 2:25,5.303555597,161.8223777,22.63053938,73.45890564,1012.60074,1051.555375,57.79174975,3.621392114,14.4,1,209.2865868,14.79733282,60.88169302,17.3707867,17.3707867,Normal,887.8399694
1/1/2025 2:30,4.920924766,196.1739965,22.51555555,72.3506822,1015.804352,925.9327144,50.74460249,3.174474218,14.4,1,161.0874323,13.92080499,61.02155056,13.37025688,13.37025688,Normal,835.2482993
1/1/2025 2:35,4.87591215,195.9966347,22.59421023,76.04167532,1013.369232,945.0944082,52.02738849,3.262019431,14.4,1,169.7143522,13.62860394,61.15053048,14.08629123,14.08629123,Normal,817.7162363
